#separator:tab
#html:true
#notetype:Hebrew Root
#deck:Biblical Hebrew::Root Deck
#columns:Front	Back	Frequency	Tags
#tags column:4
קוה	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">קָוָה</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Qal</td><td style="padding:2px 8px;font-style:italic">[those who] wait for</td><td style="text-align:right;padding:2px 8px">2</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Niphal</td><td style="padding:2px 8px;font-style:italic">let them gather</td><td style="text-align:right;padding:2px 8px">2</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Piel</td><td style="padding:2px 8px;font-style:italic">wait</td><td style="text-align:right;padding:2px 8px">38</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">תִּקְוָה</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">cord</td><td style="text-align:right;padding:2px 8px">34</td></tr></table>	86	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Qal Hebrew:Stem:Niphal Hebrew:Stem:Piel Hebrew:POS:Nominal Hebrew:Freq:50to99
אבה	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">אָבָה</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Qal</td><td style="padding:2px 8px;font-style:italic">he was willing</td><td style="text-align:right;padding:2px 8px">53</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">אֶבְיוֹן</td><td style="padding:2px 8px">Adj</td><td style="padding:2px 8px;font-style:italic">destitute</td><td style="text-align:right;padding:2px 8px">27</td></tr><tr><td style="direction:rtl;padding:2px 8px">אָבֶה</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">longing</td><td style="text-align:right;padding:2px 8px">1</td></tr><tr><td style="direction:rtl;padding:2px 8px">אֵבֶה</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">the papyrus</td><td style="text-align:right;padding:2px 8px">1</td></tr><tr><td style="direction:rtl;padding:2px 8px">אֲבוֹי</td><td style="padding:2px 8px">inj</td><td style="padding:2px 8px;font-style:italic">want</td><td style="text-align:right;padding:2px 8px">1</td></tr><tr><td style="direction:rtl;padding:2px 8px">אֲבִיּוֹנָה</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">provocative of desire</td><td style="text-align:right;padding:2px 8px">1</td></tr></table>	85	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Qal Hebrew:POS:Nominal Hebrew:Freq:50to99
איך	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">אֵיךְ</div><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">הֵיךְ</td><td style="padding:2px 8px">Adj</td><td style="padding:2px 8px;font-style:italic">how?</td><td style="text-align:right;padding:2px 8px">2</td></tr><tr><td style="direction:rtl;padding:2px 8px">אֵיכֹה</td><td style="padding:2px 8px">Adj</td><td style="padding:2px 8px;font-style:italic">where</td><td style="text-align:right;padding:2px 8px">1</td></tr></table>	85	Hebrew:Root Hebrew:POS:Nominal Hebrew:Freq:50to99
פלא	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">פָּלָא</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Niphal</td><td style="padding:2px 8px;font-style:italic">wonders</td><td style="text-align:right;padding:2px 8px">29</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Hiphil</td><td style="padding:2px 8px;font-style:italic">he will make hard</td><td style="text-align:right;padding:2px 8px">11</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Piel</td><td style="padding:2px 8px;font-style:italic">fulfill</td><td style="text-align:right;padding:2px 8px">3</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Hithpael</td><td style="padding:2px 8px;font-style:italic">you show yourself wonderful</td><td style="text-align:right;padding:2px 8px">1</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">פֶּלֶא</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">miracle</td><td style="text-align:right;padding:2px 8px">13</td></tr><tr><td style="direction:rtl;padding:2px 8px">מִפְלָאָה</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">miracle</td><td style="text-align:right;padding:2px 8px">1</td></tr></table>	85	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Niphal Hebrew:Stem:Hiphil Hebrew:Stem:Piel Hebrew:Stem:Hithpael Hebrew:POS:Nominal Hebrew:Freq:50to99
שקה	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">שָׁקָה</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Hiphil</td><td style="padding:2px 8px;font-style:italic">cup bearers</td><td style="text-align:right;padding:2px 8px">38</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Pual</td><td style="padding:2px 8px;font-style:italic">it is watered</td><td style="text-align:right;padding:2px 8px">1</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">מַשְׁקֶה</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">causing to drink</td><td style="text-align:right;padding:2px 8px">19</td></tr><tr><td style="direction:rtl;padding:2px 8px">שִׁקּוּי</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">beverage</td><td style="text-align:right;padding:2px 8px">2</td></tr><tr><td style="direction:rtl;padding:2px 8px">שֹׁקֶת</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">trough</td><td style="text-align:right;padding:2px 8px">2</td></tr><tr><td style="direction:rtl;padding:2px 8px">שִׁקֻּו</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">draught</td><td style="text-align:right;padding:2px 8px">1</td></tr></table>	85	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Hiphil Hebrew:Stem:Pual Hebrew:POS:Nominal Hebrew:Freq:50to99
קנא	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">קָנָא</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Hiphil</td><td style="padding:2px 8px;font-style:italic">which/ provokes to jealousy</td><td style="text-align:right;padding:2px 8px">1</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Piel</td><td style="padding:2px 8px;font-style:italic">you be jealous</td><td style="text-align:right;padding:2px 8px">26</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">קִנְאָה</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">jealousy</td><td style="text-align:right;padding:2px 8px">43</td></tr><tr><td style="direction:rtl;padding:2px 8px">קַנָּא</td><td style="padding:2px 8px">Adj</td><td style="padding:2px 8px;font-style:italic">jealous</td><td style="text-align:right;padding:2px 8px">6</td></tr><tr><td style="direction:rtl;padding:2px 8px">קַנּוֹא</td><td style="padding:2px 8px">Adj</td><td style="padding:2px 8px;font-style:italic">jealous</td><td style="text-align:right;padding:2px 8px">2</td></tr></table>	85	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Hiphil Hebrew:Stem:Piel Hebrew:POS:Nominal Hebrew:Freq:50to99
כסל	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">כָּסַל</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Qal</td><td style="padding:2px 8px;font-style:italic">they may be foolish</td><td style="text-align:right;padding:2px 8px">1</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Niphal</td><td style="padding:2px 8px;font-style:italic">you have acted foolishly</td><td style="text-align:right;padding:2px 8px">4</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Hiphil</td><td style="padding:2px 8px;font-style:italic">you have behaved foolishly</td><td style="text-align:right;padding:2px 8px">2</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Piel</td><td style="padding:2px 8px;font-style:italic">make foolish</td><td style="text-align:right;padding:2px 8px">2</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">כְּסִיל</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">fat</td><td style="text-align:right;padding:2px 8px">43</td></tr><tr><td style="direction:rtl;padding:2px 8px">כֶּסֶל</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">fatness</td><td style="text-align:right;padding:2px 8px">13</td></tr><tr><td style="direction:rtl;padding:2px 8px">סָכָל</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">silly</td><td style="text-align:right;padding:2px 8px">5</td></tr><tr><td style="direction:rtl;padding:2px 8px">כְּסִיל</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">constellation</td><td style="text-align:right;padding:2px 8px">4</td></tr><tr><td style="direction:rtl;padding:2px 8px">כִּסְלָה</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">trust</td><td style="text-align:right;padding:2px 8px">2</td></tr><tr><td style="direction:rtl;padding:2px 8px">כְּסִילוּת</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">silliness</td><td style="text-align:right;padding:2px 8px">1</td></tr><tr><td style="direction:rtl;padding:2px 8px">סֶכֶל</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">silliness</td><td style="text-align:right;padding:2px 8px">1</td></tr></table>	84	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Qal Hebrew:Stem:Niphal Hebrew:Stem:Hiphil Hebrew:Stem:Piel Hebrew:POS:Nominal Hebrew:Freq:50to99
קצץ	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">קָצַץ</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Qal</td><td style="padding:2px 8px;font-style:italic">[those who] are cut off of</td><td style="text-align:right;padding:2px 8px">4</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Piel</td><td style="padding:2px 8px;font-style:italic">they cut off</td><td style="text-align:right;padding:2px 8px">10</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Pual</td><td style="padding:2px 8px;font-style:italic">cut off</td><td style="text-align:right;padding:2px 8px">1</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">קֵץ</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">extremity</td><td style="text-align:right;padding:2px 8px">67</td></tr></table>	84	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Qal Hebrew:Stem:Piel Hebrew:Stem:Pual Hebrew:POS:Nominal Hebrew:Freq:50to99
אלם	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">אָלַם</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Niphal</td><td style="padding:2px 8px;font-style:italic">I was dumb</td><td style="text-align:right;padding:2px 8px">8</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Piel</td><td style="padding:2px 8px;font-style:italic">[were] binding</td><td style="text-align:right;padding:2px 8px">1</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">אַלְמָנָה</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">widow</td><td style="text-align:right;padding:2px 8px">56</td></tr><tr><td style="direction:rtl;padding:2px 8px">אִלֵּם</td><td style="padding:2px 8px">Adj</td><td style="padding:2px 8px;font-style:italic">speechless</td><td style="text-align:right;padding:2px 8px">4</td></tr><tr><td style="direction:rtl;padding:2px 8px">אַלְמָנוּת</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">widow</td><td style="text-align:right;padding:2px 8px">4</td></tr><tr><td style="direction:rtl;padding:2px 8px">אַלְמֹנִי</td><td style="padding:2px 8px">Adj</td><td style="padding:2px 8px;font-style:italic">some</td><td style="text-align:right;padding:2px 8px">3</td></tr><tr><td style="direction:rtl;padding:2px 8px">אֵלֶם</td><td style="padding:2px 8px">Adj</td><td style="padding:2px 8px;font-style:italic">silence</td><td style="text-align:right;padding:2px 8px">1</td></tr><tr><td style="direction:rtl;padding:2px 8px">אַלְמָן</td><td style="padding:2px 8px">Adj</td><td style="padding:2px 8px;font-style:italic">discarded</td><td style="text-align:right;padding:2px 8px">1</td></tr><tr><td style="direction:rtl;padding:2px 8px">אַלְמֹן</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">bereavement</td><td style="text-align:right;padding:2px 8px">1</td></tr></table>	83	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Niphal Hebrew:Stem:Piel Hebrew:POS:Nominal Hebrew:Freq:50to99
רוע	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">רוּעַ</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Hiphil</td><td style="padding:2px 8px;font-style:italic">shout for joy</td><td style="text-align:right;padding:2px 8px">40</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Pual</td><td style="padding:2px 8px;font-style:italic">anything will be shouted</td><td style="text-align:right;padding:2px 8px">1</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Hithpael</td><td style="padding:2px 8px;font-style:italic">shout</td><td style="text-align:right;padding:2px 8px">3</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">תְּרוּעָה</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">clamor</td><td style="text-align:right;padding:2px 8px">36</td></tr><tr><td style="direction:rtl;padding:2px 8px">רֵעַ</td><td style="padding:2px 8px">Noun</td><td style="padding:2px 8px;font-style:italic">crash</td><td style="text-align:right;padding:2px 8px">3</td></tr></table>	83	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Hiphil Hebrew:Stem:Pual Hebrew:Stem:Hithpael Hebrew:POS:Nominal Hebrew:Freq:50to99
